종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"201N1272","코스피200 C 201801 272.5","51.70","6.10","48.65","51.70","48.50","32.00","51.70","83","1010.0","458"
"201N1275","코스피200 C 201801 275.0",,,,,,"10.00","49.85","0","0.0","906"
"201N1277","코스피200 C 201801 277.5",,,,,,"10.00","47.35","0","0.0","5"
"201N1280","코스피200 C 201801 280.0",,,,,,"10.00","44.85","0","0.0","7"
"201N1282","코스피200 C 201801 282.5",,,,,,"10.00","42.35","0","0.0","0"
"201N1285","코스피200 C 201801 285.0",,,,,,"10.00","39.85","0","0.0","8"
"201N1287","코스피200 C 201801 287.5",,,,,,"10.00","37.35","0","0.0","1"
"201N1290","코스피200 C 201801 290.0",,,,,,"10.00","34.85","0","0.0","2"
"201N1292","코스피200 C 201801 292.5",,,,,,"10.00","32.35","0","0.0","0"
"201N1295","코스피200 C 201801 295.0",,,,,,"10.00","29.85","0","0.0","708"
"201N1297","코스피200 C 201801 297.5",,,,,,"10.00","27.40","0","0.0","18"
"201N1300","코스피200 C 201801 300.0","23.85","3.35","21.95","23.85","21.90","20.00","23.85","87","478.0","194"
"201N1302","코스피200 C 201801 302.5","21.80","3.80","20.95","21.80","20.95","16.00","21.80","4","22.0","41"
"201N1305","코스피200 C 201801 305.0","18.50","2.70","16.30","18.50","16.30","20.00","18.50","3","13.0","845"
"201N1307","코스피200 C 201801 307.5","17.20","3.75","16.70","17.20","16.70","20.00","17.20","3","13.0","73"
"201N1310","코스피200 C 201801 310.0","14.80","3.75","11.55","14.80","11.55","15.00","14.80","109","366.0","1647"
"201N1312","코스피200 C 201801 312.5","12.70","3.93","9.46","12.70","9.30","13.00","12.70","546","1538.0","558"
"201N1315","코스피200 C 201801 315.0","10.35","3.31","6.91","10.35","6.91","12.00","10.35","708","1624.0","2047"
"201N1317","코스피200 C 201801 317.5","8.42","3.27","4.95","8.42","4.92","13.00","8.42","4707","7803.0","8281"
"201N1320","코스피200 C 201801 320.0","6.31","2.79","3.44","6.31","3.44","12.00","6.31","18311","21345.0","20022"
"201N1322","코스피200 C 201801 322.5","4.40","2.19","2.22","4.40","2.21","11.00","4.40","91439","71956.0","25354"
"201N1325","코스피200 C 201801 325.0","2.84","1.46","1.38","2.84","1.37","10.00","2.84","190524","100370.0","45784"
"201N1327","코스피200 C 201801 327.5","1.70","0.90","0.81","1.70","0.78","10.00","1.70","186165","58821.0","27812"
"201N1330","코스피200 C 201801 330.0","0.90","0.45","0.43","0.93","0.42","10.00","0.90","249137","44277.0","42470"
